prot_id	transcript_id	gene_id	gene_name	description	source	selected
ENSP00000303486	ENST00000307745	ENSG00000171282	BAHCC1	BAH domain and coiled-coil containing 1	HGNC Symbol;Acc:29279	1
ENSP00000356524	ENST00000367553	ENSG00000135838	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	HGNC Symbol;Acc:16781	1
ENSP00000359680	ENST00000370646	ENSG00000241935	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	HGNC Symbol;Acc:25155	1
ENSP00000269466	ENST00000269466	ENSG00000141642	ELAC1	elaC homolog 1 (E. coli)	HGNC Symbol;Acc:14197	1
ENSP00000386787	ENST00000409959	ENSG00000121210	KIAA0922	KIAA0922	HGNC Symbol;Acc:29146	1
ENSP00000221554	ENST00000221554	ENSG00000104957	CCDC130	coiled-coil domain containing 130	HGNC Symbol;Acc:28118	1
ENSP00000302232	ENST00000302708	ENSG00000166199	ALKBH3	alkB, alkylation repair homolog 3 (E. coli)	HGNC Symbol;Acc:30141	1
ENSP00000310621	ENST00000310417	ENSG00000010282	HHATL	hedgehog acyltransferase-like	HGNC Symbol;Acc:13242	1
ENSP00000332073	ENST00000333055	ENSG00000131446	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	HGNC Symbol;Acc:7044	1
ENSP00000350352	ENST00000357720	ENSG00000104907	TRMT1	tRNA methyltransferase 1 homolog (S. cerevisiae)	HGNC Symbol;Acc:25980	1
ENSP00000342604	ENST00000338891	ENSG00000111879	FAM184A	family with sequence similarity 184, member A	HGNC Symbol;Acc:20991	1
ENSP00000349181	ENST00000356742	ENSG00000122986	HVCN1	hydrogen voltage-gated channel 1	HGNC Symbol;Acc:28240	1
ENSP00000275275	ENST00000275275	ENSG00000146453	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	HGNC Symbol;Acc:21185	1
ENSP00000382492	ENST00000399583	ENSG00000157927	RADIL	Ras association and DIL domains	HGNC Symbol;Acc:22226	1
ENSP00000281273	ENST00000281273	ENSG00000151576	QTRTD1	queuine tRNA-ribosyltransferase domain containing 1	HGNC Symbol;Acc:25771	1
ENSP00000250237	ENST00000250237	ENSG00000213339	QTRT1	queuine tRNA-ribosyltransferase 1	HGNC Symbol;Acc:23797	1
ENSP00000387388	ENST00000423192	ENSG00000203734	ECT2L	epithelial cell transforming sequence 2 oncogene-like	HGNC Symbol;Acc:21118	1
ENSP00000266984	ENST00000266984	ENSG00000139537	CCDC65	coiled-coil domain containing 65	HGNC Symbol;Acc:29937	1
ENSP00000262301	ENST00000262301	ENSG00000103227	LMF1	lipase maturation factor 1	HGNC Symbol;Acc:14154	1
ENSP00000216080	ENST00000216080	ENSG00000100258	LMF2	lipase maturation factor 2	HGNC Symbol;Acc:25096	1
ENSP00000234800	ENST00000234800	ENSG00000189339	SLC35E2B	solute carrier family 35, member E2B	HGNC Symbol;Acc:33941	1
ENSP00000337332	ENST00000337491	ENSG00000077463	SIRT6	sirtuin 6	HGNC Symbol;Acc:14934	1
ENSP00000242827	ENST00000242827	ENSG00000123179	EBPL	emopamil binding protein-like	HGNC Symbol;Acc:18061	1
ENSP00000367263	ENST00000378024	ENSG00000124942	AHNAK	AHNAK nucleoprotein	HGNC Symbol;Acc:347	1
ENSP00000268489	ENST00000268489	ENSG00000140836	ZFHX3	zinc finger homeobox 3	HGNC Symbol;Acc:777	1
ENSP00000344668	ENST00000340022	ENSG00000001631	KRIT1	KRIT1, ankyrin repeat containing	HGNC Symbol;Acc:1573	1
ENSP00000319726	ENST00000317568	ENSG00000126391	FRMD8	FERM domain containing 8	HGNC Symbol;Acc:25462	1
ENSP00000412130	ENST00000423302	ENSG00000072952	MRVI1	murine retrovirus integration site 1 homolog	HGNC Symbol;Acc:7237	1
ENSP00000242505	ENST00000242505	ENSG00000138286	FAM149B1	family with sequence similarity 149, member B1	HGNC Symbol;Acc:29162	1
ENSP00000361967	ENST00000372876	ENSG00000124659	TBCC	tubulin folding cofactor C	HGNC Symbol;Acc:11580	1
ENSP00000411148	ENST00000434935	ENSG00000180917	FTSJD1	FtsJ methyltransferase domain containing 1	HGNC Symbol;Acc:25635	1
ENSP00000360771	ENST00000371706	ENSG00000148396	SEC16A	SEC16 homolog A (S. cerevisiae)	HGNC Symbol;Acc:29006	1
ENSP00000306015	ENST00000307142	ENSG00000172403	SYNPO2	synaptopodin 2	HGNC Symbol;Acc:17732	1
ENSP00000243578	ENST00000243578	ENSG00000123810	B9D2	B9 protein domain 2	HGNC Symbol;Acc:28636	1
ENSP00000369853	ENST00000380486	ENSG00000157617	C2CD2	C2 calcium-dependent domain containing 2	HGNC Symbol;Acc:1266	1
ENSP00000418734	ENST00000472487	ENSG00000162601	MYSM1	Myb-like, SWIRM and MPN domains 1	HGNC Symbol;Acc:29401	1
ENSP00000242839	ENST00000242839	ENSG00000123191	ATP7B	ATPase, Cu++ transporting, beta polypeptide	HGNC Symbol;Acc:870	1
ENSP00000345728	ENST00000341514	ENSG00000165240	ATP7A	ATPase, Cu++ transporting, alpha polypeptide	HGNC Symbol;Acc:869	1
ENSP00000380820	ENST00000397708	ENSG00000160294	MCM3AP	minichromosome maintenance complex component 3 associated protein	HGNC Symbol;Acc:6946	1
ENSP00000436649	ENST00000531072	ENSG00000168061	SAC3D1	SAC3 domain containing 1	HGNC Symbol;Acc:30179	1
ENSP00000288167	ENST00000288167	ENSG00000056736	IL17RB	interleukin 17 receptor B	HGNC Symbol;Acc:18015	1
ENSP00000320936	ENST00000319363	ENSG00000177663	IL17RA	interleukin 17 receptor A	HGNC Symbol;Acc:5985	1
ENSP00000027335	ENST00000027335	ENSG00000079112	CDH17	cadherin 17, LI cadherin (liver-intestine)	HGNC Symbol;Acc:1756	1
ENSP00000310593	ENST00000311277	ENSG00000164114	MAP9	microtubule-associated protein 9	HGNC Symbol;Acc:26118	1
ENSP00000308369	ENST00000308330	ENSG00000174106	LEMD3	LEM domain containing 3	HGNC Symbol;Acc:28887	1
ENSP00000382021	ENST00000399069	ENSG00000205629	LCMT1	leucine carboxyl methyltransferase 1	HGNC Symbol;Acc:17557	1
ENSP00000432111	ENST00000534747	ENSG00000165325	CCDC67	coiled-coil domain containing 67	HGNC Symbol;Acc:26344	1
ENSP00000417176	ENST00000441031	ENSG00000165188	RNF183	ring finger protein 183	HGNC Symbol;Acc:28721	1
ENSP00000410533	ENST00000453464	ENSG00000237330	RNF223	ring finger protein 223	HGNC Symbol;Acc:40020	1
ENSP00000258888	ENST00000258888	ENSG00000136383	ALPK3	alpha-kinase 3	HGNC Symbol;Acc:17574	1
ENSP00000296145	ENST00000296145	ENSG00000241186	TDGF1	teratocarcinoma-derived growth factor 1	HGNC Symbol;Acc:11701	1
ENSP00000263095	ENST00000263095	ENSG00000083844	ZNF264	zinc finger protein 264	HGNC Symbol;Acc:13057	1
ENSP00000286149	ENST00000286149	ENSG00000155719	OTOA	otoancorin	HGNC Symbol;Acc:16378	1
ENSP00000401513	ENST00000450892	ENSG00000242866	STRC	stereocilin	HGNC Symbol;Acc:16035	1
ENSP00000368496	ENST00000379198	ENSG00000176022	B3GALT6	UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6	HGNC Symbol;Acc:17978	1
ENSP00000423660	ENST00000515425	ENSG00000169247	SH3TC2	SH3 domain and tetratricopeptide repeats 2	HGNC Symbol;Acc:29427	1
ENSP00000384894	ENST00000407834	ENSG00000185176	AQP12B	aquaporin 12B	HGNC Symbol;Acc:6096	1
ENSP00000365694	ENST00000376511	ENSG00000204569	PPP1R10	protein phosphatase 1, regulatory subunit 10	HGNC Symbol;Acc:9284	1
ENSP00000360913	ENST00000371847	ENSG00000132122	SPATA6	spermatogenesis associated 6	HGNC Symbol;Acc:18309	1
ENSP00000397679	ENST00000422538	ENSG00000111405	ENDOU	endonuclease, polyU-specific	HGNC Symbol;Acc:14369	1
ENSP00000416561	ENST00000425368	ENSG00000243649	CFB	complement factor B	HGNC Symbol;Acc:1037	1
ENSP00000410815	ENST00000456570	ENSG00000244255	XXbac-BPG116M5.17	Complement factor B; Uncharacterized protein; Uncharacterized protein; cDNA FLJ55673, highly similar to Complement factor B	UniProtKB/TrEMBL;Acc:B4E1Z4	1
ENSP00000299367	ENST00000299367	ENSG00000166278	C2	complement component 2	HGNC Symbol;Acc:1248	1
ENSP00000345470	ENST00000344280	ENSG00000165972	CCDC38	coiled-coil domain containing 38	HGNC Symbol;Acc:26843	1
ENSP00000344749	ENST00000352312	ENSG00000163885	CCDC37	coiled-coil domain containing 37	HGNC Symbol;Acc:26842	1
ENSP00000372112	ENST00000382666	ENSG00000180185	FAHD1	fumarylacetoacetate hydrolase domain containing 1	HGNC Symbol;Acc:14169	1
ENSP00000340427	ENST00000339450	ENSG00000099219	ERMP1	endoplasmic reticulum metallopeptidase 1	HGNC Symbol;Acc:23703	1
ENSP00000306627	ENST00000305815	ENSG00000172139	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	HGNC Symbol;Acc:31401	1
ENSP00000356687	ENST00000367714	ENSG00000162753	SLC9C2	solute carrier family 9, member C2 (putative)	HGNC Symbol;Acc:28664	1
ENSP00000317912	ENST00000314714	ENSG00000178078	STAP2	signal transducing adaptor family member 2	HGNC Symbol;Acc:30430	1
ENSP00000265404	ENST00000265404	ENSG00000035720	STAP1	signal transducing adaptor family member 1	HGNC Symbol;Acc:24133	1
ENSP00000356505	ENST00000367535	ENSG00000116701	NCF2	neutrophil cytosolic factor 2	HGNC Symbol;Acc:7661	1
ENSP00000342848	ENST00000341349	ENSG00000188747	NOXA1	NADPH oxidase activator 1	HGNC Symbol;Acc:10668	1
ENSP00000343818	ENST00000349780	ENSG00000136861	CDK5RAP2	CDK5 regulatory subunit associated protein 2	HGNC Symbol;Acc:18672	1
ENSP00000424765	ENST00000514516	ENSG00000114019	AMOTL2	angiomotin like 2	HGNC Symbol;Acc:17812	1
ENSP00000377690	ENST00000394132	ENSG00000103852	TTC23	tetratricopeptide repeat domain 23	HGNC Symbol;Acc:25730	1
ENSP00000422188	ENST00000505624	ENSG00000205838	TTC23L	tetratricopeptide repeat domain 23-like	HGNC Symbol;Acc:26355	1
ENSP00000312399	ENST00000308208	ENSG00000173093	CCDC63	coiled-coil domain containing 63	HGNC Symbol;Acc:26669	1
ENSP00000283141	ENST00000283141	ENSG00000153157	SYCP2L	synaptonemal complex protein 2-like	HGNC Symbol;Acc:21537	1
ENSP00000322542	ENST00000324896	ENSG00000077809	GTF2I	general transcription factor IIi	HGNC Symbol;Acc:4659	1
ENSP00000296137	ENST00000296137	ENSG00000163820	FYCO1	FYVE and coiled-coil domain containing 1	HGNC Symbol;Acc:14673	1
ENSP00000303908	ENST00000305533	ENSG00000247596	TWF2	twinfilin, actin-binding protein, homolog 2 (Drosophila)	HGNC Symbol;Acc:9621	1
ENSP00000355064	ENST00000362011	ENSG00000198892	SHISA4	shisa homolog 4 (Xenopus laevis)	HGNC Symbol;Acc:27139	1
ENSP00000296444	ENST00000296444	ENSG00000164054	SHISA5	shisa homolog 5 (Xenopus laevis)	HGNC Symbol;Acc:30376	1
ENSP00000355177	ENST00000361226	ENSG00000198853	RUSC2	RUN and SH3 domain containing 2	HGNC Symbol;Acc:23625	1
ENSP00000351402	ENST00000358591	ENSG00000144115	THNSL2	threonine synthase-like 2 (S. cerevisiae)	HGNC Symbol;Acc:25602	1
ENSP00000365534	ENST00000376356	ENSG00000185875	THNSL1	threonine synthase-like 1 (S. cerevisiae)	HGNC Symbol;Acc:26160	1
ENSP00000357073	ENST00000368094	ENSG00000085552	IGSF9	immunoglobulin superfamily, member 9	HGNC Symbol;Acc:18132	1
ENSP00000305027	ENST00000306329	ENSG00000168502	SOGA2	SOGA family member 2	HGNC Symbol;Acc:29121	1
ENSP00000237536	ENST00000237536	ENSG00000149639	SOGA1	suppressor of glucose, autophagy associated 1	HGNC Symbol;Acc:16111	1
ENSP00000348086	ENST00000355830	ENSG00000184949	RP1-199H16.5	Uncharacterized protein	UniProtKB/TrEMBL;Acc:F5H1G0	1
ENSP00000354045	ENST00000360807	ENSG00000125844	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)	HGNC Symbol;Acc:10448	1
ENSP00000378725	ENST00000395314	ENSG00000126777	KTN1	kinectin 1 (kinesin receptor)	HGNC Symbol;Acc:6467	1
ENSP00000361669	ENST00000372588	ENSG00000123576	ESX1	ESX homeobox 1	HGNC Symbol;Acc:14865	1
ENSP00000385158	ENST00000404929	ENSG00000170264	FAM161A	family with sequence similarity 161, member A	HGNC Symbol;Acc:25808	1
ENSP00000265239	ENST00000265239	ENSG00000114473	IQCG	IQ motif containing G	HGNC Symbol;Acc:25251	1
ENSP00000400669	ENST00000416617	ENSG00000166578	IQCD	IQ motif containing D	HGNC Symbol;Acc:25168	1
ENSP00000379294	ENST00000395965	ENSG00000113391	FAM172A	family with sequence similarity 172, member A	HGNC Symbol;Acc:25365	1
ENSP00000265728	ENST00000265728	ENSG00000006634	DBF4	DBF4 homolog (S. cerevisiae)	HGNC Symbol;Acc:17364	1
ENSP00000442573	ENST00000539836	ENSG00000167394	ZNF668	zinc finger protein 668	HGNC Symbol;Acc:25821	1
ENSP00000302640	ENST00000302904	ENSG00000108312	UBTF	upstream binding transcription factor, RNA polymerase I	HGNC Symbol;Acc:12511	1
ENSP00000359705	ENST00000370671	ENSG00000203943	SAMD13	sterile alpha motif domain containing 13	HGNC Symbol;Acc:24582	1
ENSP00000303779	ENST00000307394	ENSG00000197774	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	HGNC Symbol;Acc:27289	1
ENSP00000219299	ENST00000219299	ENSG00000103021	CCDC113	coiled-coil domain containing 113	HGNC Symbol;Acc:25002	1
ENSP00000309285	ENST00000310085	ENSG00000173013	CCDC96	coiled-coil domain containing 96	HGNC Symbol;Acc:26900	1
ENSP00000257287	ENST00000257287	ENSG00000174799	CEP135	centrosomal protein 135kDa	HGNC Symbol;Acc:29086	1
ENSP00000296490	ENST00000296490	ENSG00000164091	WDR82	WD repeat domain 82	HGNC Symbol;Acc:28826	1
ENSP00000319281	ENST00000322611	ENSG00000176788	BASP1	brain abundant, membrane attached signal protein 1	HGNC Symbol;Acc:957	1
ENSP00000354961	ENST00000361381	ENSG00000198886	MT-ND4	mitochondrially encoded NADH dehydrogenase 4	HGNC Symbol;Acc:7459	1
ENSP00000297873	ENST00000297873	ENSG00000165171	WBSCR27	Williams Beuren syndrome chromosome region 27	HGNC Symbol;Acc:19068	1
ENSP00000264018	ENST00000264018	ENSG00000110367	DDX6	DEAD (Asp-Glu-Ala-Asp) box helicase 6	HGNC Symbol;Acc:2747	1
ENSP00000338013	ENST00000338005	ENSG00000213213	KIAA1984	KIAA1984	HGNC Symbol;Acc:28236	1
ENSP00000391869	ENST00000412523	ENSG00000214447	FAM187A	family with sequence similarity 187, member A	HGNC Symbol;Acc:35153	1
ENSP00000308149	ENST00000312371	ENSG00000174945	AMZ1	archaelysin family metallopeptidase 1	HGNC Symbol;Acc:22231	1
ENSP00000162749	ENST00000162749	ENSG00000067182	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	HGNC Symbol;Acc:11916	1
ENSP00000357907	ENST00000368911	ENSG00000155111	CDK19	cyclin-dependent kinase 19	HGNC Symbol;Acc:19338	1
ENSP00000359292	ENST00000370269	ENSG00000119906	FAM178A	family with sequence similarity 178, member A	HGNC Symbol;Acc:17814	1
ENSP00000293892	ENST00000293892	ENSG00000162006	MSLNL	mesothelin-like	HGNC Symbol;Acc:14170	1
ENSP00000356263	ENST00000367294	ENSG00000146476	C6orf211	chromosome 6 open reading frame 211	HGNC Symbol;Acc:17872	1
ENSP00000370639	ENST00000381241	ENSG00000196433	ASMT	acetylserotonin O-methyltransferase	HGNC Symbol;Acc:750	1
ENSP00000245564	ENST00000245564	ENSG00000125459	MSTO1	misato homolog 1 (Drosophila)	HGNC Symbol;Acc:29678	1
ENSP00000004103	ENST00000004103	ENSG00000002933	TMEM176A	transmembrane protein 176A	HGNC Symbol;Acc:24930	1
ENSP00000392996	ENST00000430083	ENSG00000182545	RNASE10	ribonuclease, RNase A family, 10 (non-active)	HGNC Symbol;Acc:19275	1
ENSP00000372460	ENST00000382999	ENSG00000206171	RNASE12	ribonuclease, RNase A family, 12 (non-active)	HGNC Symbol;Acc:24211	1
ENSP00000450580	ENST00000556526	ENSG00000258436	RNASE12	ribonuclease-like protein 12 precursor	RefSeq peptide;Acc:NP_001019993	1
ENSP00000315112	ENST00000324103	ENSG00000092098	RNF31	ring finger protein 31	HGNC Symbol;Acc:16031	1
ENSP00000357762	ENST00000368773	ENSG00000203786	KPRP	keratinocyte proline-rich protein	HGNC Symbol;Acc:31823	1
ENSP00000357340	ENST00000368356	ENSG00000160752	FDPS	farnesyl diphosphate synthase	HGNC Symbol;Acc:3631	1
ENSP00000290231	ENST00000290231	ENSG00000124160	NCOA5	nuclear receptor coactivator 5	HGNC Symbol;Acc:15909	1
ENSP00000450710	ENST00000556468	ENSG00000130810	PPAN	peter pan homolog (Drosophila)	HGNC Symbol;Acc:9227	1
ENSP00000377385	ENST00000393796	ENSG00000243207	PPAN-P2RY11	PPAN-P2RY11 readthrough	HGNC Symbol;Acc:33526	1
ENSP00000312455	ENST00000309955	ENSG00000003402	CFLAR	CASP8 and FADD-like apoptosis regulator	HGNC Symbol;Acc:1876	1
ENSP00000286349	ENST00000286349	ENSG00000155890	TRIM42	tripartite motif containing 42	HGNC Symbol;Acc:19014	1
ENSP00000324870	ENST00000325630	ENSG00000178172	SPINK6	serine peptidase inhibitor, Kazal type 6	HGNC Symbol;Acc:29486	1
ENSP00000303942	ENST00000307395	ENSG00000169704	GP9	glycoprotein IX (platelet)	HGNC Symbol;Acc:4444	1
ENSP00000381377	ENST00000398333	ENSG00000250021	C15orf38-AP3S2	C15orf38-AP3S2 readthrough	HGNC Symbol;Acc:38824	1
ENSP00000350075	ENST00000357484	ENSG00000242498	C15orf38	chromosome 15 open reading frame 38	HGNC Symbol;Acc:28782	1
ENSP00000416158	ENST00000446284	ENSG00000119321	FKBP15	FK506 binding protein 15, 133kDa	HGNC Symbol;Acc:23397	1
ENSP00000279028	ENST00000279028	ENSG00000149635	OCSTAMP	osteoclast stimulatory transmembrane protein	HGNC Symbol;Acc:16116	1
ENSP00000362656	ENST00000373555	ENSG00000136935	GOLGA1	golgin A1	HGNC Symbol;Acc:4424	1
ENSP00000221804	ENST00000221804	ENSG00000105205	CLC	Charcot-Leyden crystal protein	HGNC Symbol;Acc:2014	1
ENSP00000221797	ENST00000221797	ENSG00000105198	LGALS13	lectin, galactoside-binding, soluble, 13	HGNC Symbol;Acc:15449	1
ENSP00000375904	ENST00000392051	ENSG00000249861	LGALS16	lectin, galactoside-binding, soluble, 16	HGNC Symbol;Acc:40039	1
ENSP00000353893	ENST00000360675	ENSG00000006659	LGALS14	lectin, galactoside-binding, soluble, 14	HGNC Symbol;Acc:30054	1
ENSP00000374864	ENST00000390341	ENSG00000211694	TRGV10	T cell receptor gamma variable 10 (non-functional)	HGNC Symbol;Acc:12285	1
ENSP00000391561	ENST00000444775	ENSG00000211695	TRGV9	T cell receptor gamma variable 9	HGNC Symbol;Acc:12295	1
ENSP00000433712	ENST00000414069	ENSG00000203772	SPRN	shadow of prion protein homolog (zebrafish)	HGNC Symbol;Acc:16871	1
ENSP00000349568	ENST00000357060	ENSG00000197748	WDR96	WD repeat domain 96	HGNC Symbol;Acc:26684	1
ENSP00000454303	ENST00000532090	ENSG00000254470	AP5B1	adaptor-related protein complex 5, beta 1 subunit	HGNC Symbol;Acc:25104	1
ENSP00000261835	ENST00000261835	ENSG00000036530	CYP46A1	cytochrome P450, family 46, subfamily A, polypeptide 1	HGNC Symbol;Acc:2641	1
ENSP00000388736	ENST00000425687	ENSG00000059377	TBXAS1	thromboxane A synthase 1 (platelet)	HGNC Symbol;Acc:11609	1
ENSP00000234389	ENST00000234389	ENSG00000116032	GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	HGNC Symbol;Acc:16768	1
ENSP00000355155	ENST00000361820	ENSG00000198785	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	HGNC Symbol;Acc:16767	1
ENSP00000293190	ENST00000293190	ENSG00000161509	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	HGNC Symbol;Acc:4587	1
ENSP00000263269	ENST00000263269	ENSG00000105464	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	HGNC Symbol;Acc:4588	1
ENSP00000340118	ENST00000339430	ENSG00000189067	LITAF	lipopolysaccharide-induced TNF factor	HGNC Symbol;Acc:16841	1
ENSP00000361302	ENST00000372228	ENSG00000130714	POMT1	protein-O-mannosyltransferase 1	HGNC Symbol;Acc:9202	1
ENSP00000440703	ENST00000424340	ENSG00000243716	RP11-368J21.2	Putative NPIP-like protein LOC100132247	UniProtKB/Swiss-Prot;Acc:A8MRT5	1
ENSP00000404439	ENST00000415645	ENSG00000185864	RP11-645C24.1	putative NPIP-like protein KIAA0220-like	RefSeq peptide;Acc:NP_569731	1
ENSP00000429734	ENST00000520915	ENSG00000198064	RP11-347C12.1	Putative NPIP-like protein LOC613037	UniProtKB/Swiss-Prot;Acc:A6NJU9	1
ENSP00000434399	ENST00000529716	ENSG00000255524	RP11-1348G14.2	Uncharacterized protein	UniProtKB/TrEMBL;Acc:E9PQR5	1
ENSP00000446902	ENST00000550983	ENSG00000196993	CTB-134H23.1	Uncharacterized protein	UniProtKB/TrEMBL;Acc:F8VUA1	1
ENSP00000431871	ENST00000532254	ENSG00000198156	RP11-57A19.3	Uncharacterized protein	UniProtKB/TrEMBL;Acc:E9PJ23	1
ENSP00000405348	ENST00000452313	ENSG00000233232	NPIPL1	nuclear pore complex interacting protein-like 1	HGNC Symbol;Acc:33832	1
ENSP00000411140	ENST00000429990	ENSG00000196436	NPIPL2	nuclear pore complex interacting protein-like 2	HGNC Symbol;Acc:34409	1
ENSP00000399758	ENST00000424293	ENSG00000196796	CTB-134H23.2			1
ENSP00000430853	ENST00000524087	ENSG00000254206	RP11-231C14.2	Uncharacterized protein	UniProtKB/TrEMBL;Acc:E5RHQ5	1
ENSP00000448589	ENST00000547442	ENSG00000257513	RP11-677O4.1	Uncharacterized protein	UniProtKB/TrEMBL;Acc:F8VS05	1
ENSP00000360065	ENST00000371026	ENSG00000152763	WDR78	WD repeat domain 78	HGNC Symbol;Acc:26252	1
ENSP00000242317	ENST00000242317	ENSG00000122735	DNAI1	dynein, axonemal, intermediate chain 1	HGNC Symbol;Acc:2954	1
ENSP00000361800	ENST00000372715	ENSG00000119333	WDR34	WD repeat domain 34	HGNC Symbol;Acc:28296	1
ENSP00000294664	ENST00000294664	ENSG00000162643	WDR63	WD repeat domain 63	HGNC Symbol;Acc:30711	1
ENSP00000308312	ENST00000311014	ENSG00000171595	DNAI2	dynein, axonemal, intermediate chain 2	HGNC Symbol;Acc:18744	1
ENSP00000268125	ENST00000268125	ENSG00000140522	RLBP1	retinaldehyde binding protein 1	HGNC Symbol;Acc:10024	1
ENSP00000161863	ENST00000161863	ENSG00000047188	YTHDC2	YTH domain containing 2	HGNC Symbol;Acc:24721	1
ENSP00000394682	ENST00000457607	ENSG00000132153	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	HGNC Symbol;Acc:16716	1
ENSP00000295373	ENST00000295373	ENSG00000163214	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	HGNC Symbol;Acc:20086	1
ENSP00000330113	ENST00000329463	ENSG00000174953	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	HGNC Symbol;Acc:14410	1
ENSP00000356520	ENST00000367549	ENSG00000135829	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	HGNC Symbol;Acc:2750	1
ENSP00000387303	ENST00000409874	ENSG00000156414	TDRD9	tudor domain containing 9	HGNC Symbol;Acc:20122	1
ENSP00000230588	ENST00000230588	ENSG00000112818	MEP1A	meprin A, alpha (PABA peptide hydrolase)	HGNC Symbol;Acc:7015	1
ENSP00000229795	ENST00000229795	ENSG00000112062	MAPK14	mitogen-activated protein kinase 14	HGNC Symbol;Acc:6876	1
ENSP00000282538	ENST00000282538	ENSG00000144644	GADL1	glutamate decarboxylase-like 1	HGNC Symbol;Acc:27949	1
